"Title","ID","Created Date","Updated Date","Owner","Name","Business Directory (Item)","Category","Description","Website","Phone","Email","Business Owner","Address","Verified","Business Directory (All)","(Resources)","(Restaurants & Bars)","(Hair, Beauty & Wellness)","(Mental Health)","(Work & Event Spaces)","(Art, Photography & Planning)","(Music & Culture)","(Online Goods & Products)","(Online Clothing & Accessories)","(Sports & Entertainment)","(Legal & Consulting)","(Automotive)","(Cleaning & Maintenance)","(Health & Life Care, Education)","(Shopping)","(Catering, Snacks & Drinks)","Commerce","Is this a Black Owned Business?","Select an option","Tags","Publish Date","Unpublish Date","Status"
,"02687b09-277d-4025-a396-5a83cbf1fb77",2026-01-26T20:22:50Z,2026-01-26T23:00:31Z,"9f0f22e4-5f8a-4846-b451-0a79439e7b1a","Fingerlickingeats","/business-directory/fingerlickingeats","[""Catering & Event Food""]","I'm a black owned home based food business in Milwaukee sharing my love for cooking through social media and word of mouth. I'm focused on growing and expanding to reach more people in my community and beyond .","https://www.instagram.com/fingerlickingeats/",4142150005,"fingerlickingeats@aol.com","Ariana Smith","333 w browndeer rd g 4040",,"/business-directory/","/copy-of-business-directory-1/","/copy-2-of-business-directory-1/","/copy-3-of-business-directory-1/","/copy-3-of-business-directory-1-1/","/copy-5-of-business-directory-1-1/","/copy-3-of-business-directory-1-2/","/copy-4-of-business-directory-1-2/","/copy-5-of-business-directory-1-2/","/copy-6-of-business-directory-1-2/","/copy-8-of-business-directory-1-2/","/copy-9-of-business-directory-1-2/","/copy-11-of-business-directory-1-2/","/copy-12-of-business-directory-1-2/","/copy-13-of-business-directory-1-2/","/copy-12-of-business-directory-1-2-1/","/copy-2-of-business-directory-1-1/",,,,,2026-01-26T21:33:18Z,,"PUBLISHED"
,"02707ec2-038c-459d-8166-702aaccc0922",2023-12-12T07:06:01Z,2026-01-26T23:00:31Z,"9f0f22e4-5f8a-4846-b451-0a79439e7b1a","On The Scene W/Jerry & Jerald Feat. Tarah","/business-directory/on-the-scene-w%2Fjerry-%26-jerald-feat.-tarah","[""Music, Entertainment & Culture""]","On The Scene Podcast W/ Jerry & Jerald is a weekly show of two Djays that discuss the problems of today and introduces entrepreneurs, upstarts and new artists while keeping the party ROCKING!","https://bit.ly/3eJ26Sn",,"onthescenepodcastwjerryjerald@gmail.com",,"NA","1/27/2021","/business-directory/","/copy-of-business-directory-1/","/copy-2-of-business-directory-1/","/copy-3-of-business-directory-1/","/copy-3-of-business-directory-1-1/","/copy-5-of-business-directory-1-1/","/copy-3-of-business-directory-1-2/","/copy-4-of-business-directory-1-2/","/copy-5-of-business-directory-1-2/","/copy-6-of-business-directory-1-2/","/copy-8-of-business-directory-1-2/","/copy-9-of-business-directory-1-2/","/copy-11-of-business-directory-1-2/","/copy-12-of-business-directory-1-2/","/copy-13-of-business-directory-1-2/","/copy-12-of-business-directory-1-2-1/","/copy-2-of-business-directory-1-1/",,,,,2026-01-26T21:33:18Z,,"PUBLISHED"
,"02823345-3d6a-4e20-b207-af1c0f78c583",2023-12-12T07:06:02Z,2026-01-26T23:00:31Z,"9f0f22e4-5f8a-4846-b451-0a79439e7b1a","Standard of Excellence Education & Training Center","/business-directory/standard-of-excellence-education-%26-training-center","[""Professional & Businesses Services""]","Training programs that help improve the quality of care offered by healthcare facilities in the Milwaukee area.","https://bit.ly/3uQnc75",4142907597,,,,,"/business-directory/","/copy-of-business-directory-1/","/copy-2-of-business-directory-1/","/copy-3-of-business-directory-1/","/copy-3-of-business-directory-1-1/","/copy-5-of-business-directory-1-1/","/copy-3-of-business-directory-1-2/","/copy-4-of-business-directory-1-2/","/copy-5-of-business-directory-1-2/","/copy-6-of-business-directory-1-2/","/copy-8-of-business-directory-1-2/","/copy-9-of-business-directory-1-2/","/copy-11-of-business-directory-1-2/","/copy-12-of-business-directory-1-2/","/copy-13-of-business-directory-1-2/","/copy-12-of-business-directory-1-2-1/","/copy-2-of-business-directory-1-1/",,,,,2026-01-26T21:33:18Z,,"PUBLISHED"
,"028daebf-8107-424e-9416-f0b960da61a0",2026-01-26T20:22:50Z,2026-01-26T23:00:31Z,"9f0f22e4-5f8a-4846-b451-0a79439e7b1a","Moutrees Tree Removal","/business-directory/moutrees-tree-removal","[""Home, Cleaning & Maintenance""]","tree removal",,4146286105,"www.moultryquerell@yahoo.com","Q Moultry","10604 West Becher Street",,"/business-directory/","/copy-of-business-directory-1/","/copy-2-of-business-directory-1/","/copy-3-of-business-directory-1/","/copy-3-of-business-directory-1-1/","/copy-5-of-business-directory-1-1/","/copy-3-of-business-directory-1-2/","/copy-4-of-business-directory-1-2/","/copy-5-of-business-directory-1-2/","/copy-6-of-business-directory-1-2/","/copy-8-of-business-directory-1-2/","/copy-9-of-business-directory-1-2/","/copy-11-of-business-directory-1-2/","/copy-12-of-business-directory-1-2/","/copy-13-of-business-directory-1-2/","/copy-12-of-business-directory-1-2-1/","/copy-2-of-business-directory-1-1/",,,,,2026-01-26T21:33:18Z,,"PUBLISHED"
,"0398cfe2-0948-4c6c-8f7e-07879b62946e",2023-12-12T07:06:01Z,2026-01-26T23:00:31Z,"9f0f22e4-5f8a-4846-b451-0a79439e7b1a","Living L.O.A.D.E.D","/business-directory/living-l.o.a.d.e.d","[""Retail & Shopping""]","Simplistic and luxurious t-shirts.","https://bit.ly/3oeUavr",,"gcampbell93@outlook.com",,"NA","11/5/2020","/business-directory/","/copy-of-business-directory-1/","/copy-2-of-business-directory-1/","/copy-3-of-business-directory-1/","/copy-3-of-business-directory-1-1/","/copy-5-of-business-directory-1-1/","/copy-3-of-business-directory-1-2/","/copy-4-of-business-directory-1-2/","/copy-5-of-business-directory-1-2/","/copy-6-of-business-directory-1-2/","/copy-8-of-business-directory-1-2/","/copy-9-of-business-directory-1-2/","/copy-11-of-business-directory-1-2/","/copy-12-of-business-directory-1-2/","/copy-13-of-business-directory-1-2/","/copy-12-of-business-directory-1-2-1/","/copy-2-of-business-directory-1-1/",,,,,2026-01-26T21:33:18Z,,"PUBLISHED"
,"03c6f3a3-7ee6-48e3-9926-d0e58bc8a473",2023-12-12T07:06:00Z,2026-01-26T23:00:31Z,"9f0f22e4-5f8a-4846-b451-0a79439e7b1a","Findley Foundation","/business-directory/findley-foundation","[""Nonprofits""]","Offers preventative, interventive, diabetes, and social and mental services.","https://bit.ly/3bqwCP1",,,,,,"/business-directory/","/copy-of-business-directory-1/","/copy-2-of-business-directory-1/","/copy-3-of-business-directory-1/","/copy-3-of-business-directory-1-1/","/copy-5-of-business-directory-1-1/","/copy-3-of-business-directory-1-2/","/copy-4-of-business-directory-1-2/","/copy-5-of-business-directory-1-2/","/copy-6-of-business-directory-1-2/","/copy-8-of-business-directory-1-2/","/copy-9-of-business-directory-1-2/","/copy-11-of-business-directory-1-2/","/copy-12-of-business-directory-1-2/","/copy-13-of-business-directory-1-2/","/copy-12-of-business-directory-1-2-1/","/copy-2-of-business-directory-1-1/",,,,,2026-01-26T21:33:18Z,,"PUBLISHED"
,"041e02f5-8822-41e4-ba89-91068ddf75f2",2023-12-12T07:06:00Z,2026-01-26T23:00:31Z,"9f0f22e4-5f8a-4846-b451-0a79439e7b1a","Flassh Photography","/business-directory/flassh-photography","[""Arts, Media & Creative Services""]","A portrait and sports photographer based in Milwaukee.","www.jwhite-photography.com",4143199625,"jxwhitephotography@gmail.com","Jacoby White","NA","2/13/2022","/business-directory/","/copy-of-business-directory-1/","/copy-2-of-business-directory-1/","/copy-3-of-business-directory-1/","/copy-3-of-business-directory-1-1/","/copy-5-of-business-directory-1-1/","/copy-3-of-business-directory-1-2/","/copy-4-of-business-directory-1-2/","/copy-5-of-business-directory-1-2/","/copy-6-of-business-directory-1-2/","/copy-8-of-business-directory-1-2/","/copy-9-of-business-directory-1-2/","/copy-11-of-business-directory-1-2/","/copy-12-of-business-directory-1-2/","/copy-13-of-business-directory-1-2/","/copy-12-of-business-directory-1-2-1/","/copy-2-of-business-directory-1-1/",,,,,2026-01-26T21:33:18Z,,"PUBLISHED"
,"042929d6-42c2-4bb1-a858-2db821444fb4",2023-12-12T07:06:00Z,2026-01-26T23:00:31Z,"9f0f22e4-5f8a-4846-b451-0a79439e7b1a","FirstFloor. Tech","/business-directory/firstfloor.-tech","[""Arts, Media & Creative Services""]","Web developer for brand designers; helping designers build beautifully functional websites for their clients","https://bit.ly/3uOiSVR",4044482644,"info@firstfloortech.com",,,"7/22/2021","/business-directory/","/copy-of-business-directory-1/","/copy-2-of-business-directory-1/","/copy-3-of-business-directory-1/","/copy-3-of-business-directory-1-1/","/copy-5-of-business-directory-1-1/","/copy-3-of-business-directory-1-2/","/copy-4-of-business-directory-1-2/","/copy-5-of-business-directory-1-2/","/copy-6-of-business-directory-1-2/","/copy-8-of-business-directory-1-2/","/copy-9-of-business-directory-1-2/","/copy-11-of-business-directory-1-2/","/copy-12-of-business-directory-1-2/","/copy-13-of-business-directory-1-2/","/copy-12-of-business-directory-1-2-1/","/copy-2-of-business-directory-1-1/",,,,,2026-01-26T21:33:18Z,,"PUBLISHED"
,"0442bd36-08e8-4843-9751-298a53ef8721",2023-12-12T07:06:00Z,2026-01-26T23:00:31Z,"9f0f22e4-5f8a-4846-b451-0a79439e7b1a","Entrepreneurs Coalition","/business-directory/entrepreneurs-coalition","[""Nonprofits""]","A  non-profit corporation whose broad purpose is to contribute to the quality of life in the City of Milwaukee through increased economic opportunities.  This is to be accomplished by assisting qualified individual Milwaukee residents to establish sustainable businesses which will help provide family-supporting incomes for their owners and employees.  ","https://bit.ly/3y99fmM",,"NA","John B. Haydon","1840 North Prospect Avenue, #819, Milwaukee, WI 53202","2/7/2021","/business-directory/","/copy-of-business-directory-1/","/copy-2-of-business-directory-1/","/copy-3-of-business-directory-1/","/copy-3-of-business-directory-1-1/","/copy-5-of-business-directory-1-1/","/copy-3-of-business-directory-1-2/","/copy-4-of-business-directory-1-2/","/copy-5-of-business-directory-1-2/","/copy-6-of-business-directory-1-2/","/copy-8-of-business-directory-1-2/","/copy-9-of-business-directory-1-2/","/copy-11-of-business-directory-1-2/","/copy-12-of-business-directory-1-2/","/copy-13-of-business-directory-1-2/","/copy-12-of-business-directory-1-2-1/","/copy-2-of-business-directory-1-1/",,,,,2026-01-26T21:33:18Z,,"PUBLISHED"
,"057ce98a-fef4-407d-9e0a-03f8e4d0edc6",2023-12-12T07:06:00Z,2026-01-26T23:00:31Z,"9f0f22e4-5f8a-4846-b451-0a79439e7b1a","Granny's House","/business-directory/granny's-house","[""Education, Youth & Family Services""]","Assisted living services.

","https://bit.ly/2QmUzj2",4149883181,"NA","GRANNY'S HOUSES NORTH INC.","11805 W HAMPTON AVE SUITE 102 Milwaukee, WI 53225","3/12/2022","/business-directory/","/copy-of-business-directory-1/","/copy-2-of-business-directory-1/","/copy-3-of-business-directory-1/","/copy-3-of-business-directory-1-1/","/copy-5-of-business-directory-1-1/","/copy-3-of-business-directory-1-2/","/copy-4-of-business-directory-1-2/","/copy-5-of-business-directory-1-2/","/copy-6-of-business-directory-1-2/","/copy-8-of-business-directory-1-2/","/copy-9-of-business-directory-1-2/","/copy-11-of-business-directory-1-2/","/copy-12-of-business-directory-1-2/","/copy-13-of-business-directory-1-2/","/copy-12-of-business-directory-1-2-1/","/copy-2-of-business-directory-1-1/",,,,,2026-01-26T21:33:18Z,,"PUBLISHED"
,"0583d950-00a8-46be-9061-638cb01f3467",2023-12-12T07:06:00Z,2026-01-26T23:00:31Z,"9f0f22e4-5f8a-4846-b451-0a79439e7b1a","Kalumet Designs","/business-directory/kalumet-designs","[""Arts, Media & Creative Services""]","Design, photography, branding, music services","https://bit.ly/2QhPp7L",,"NA","Kalumet R.",,"7/23/2021","/business-directory/","/copy-of-business-directory-1/","/copy-2-of-business-directory-1/","/copy-3-of-business-directory-1/","/copy-3-of-business-directory-1-1/","/copy-5-of-business-directory-1-1/","/copy-3-of-business-directory-1-2/","/copy-4-of-business-directory-1-2/","/copy-5-of-business-directory-1-2/","/copy-6-of-business-directory-1-2/","/copy-8-of-business-directory-1-2/","/copy-9-of-business-directory-1-2/","/copy-11-of-business-directory-1-2/","/copy-12-of-business-directory-1-2/","/copy-13-of-business-directory-1-2/","/copy-12-of-business-directory-1-2-1/","/copy-2-of-business-directory-1-1/",,,,,2026-01-26T21:33:18Z,,"PUBLISHED"
,"06211bd9-5451-4a1a-8251-380f358e8666",2023-12-12T07:06:02Z,2026-01-26T23:00:31Z,"9f0f22e4-5f8a-4846-b451-0a79439e7b1a","Sleepover Mania","/business-directory/sleepover-mania","[""Music, Entertainment & Culture""]","Sleepover Mania welcomes you to Wisconsin’s first, unique slumber party extraordinaire for kids, teens, and adults celebrating their special event.","https://bit.ly/3hmfjT7",2628448148,"info@sleepovermania.com",,"NA","3/23/2022","/business-directory/","/copy-of-business-directory-1/","/copy-2-of-business-directory-1/","/copy-3-of-business-directory-1/","/copy-3-of-business-directory-1-1/","/copy-5-of-business-directory-1-1/","/copy-3-of-business-directory-1-2/","/copy-4-of-business-directory-1-2/","/copy-5-of-business-directory-1-2/","/copy-6-of-business-directory-1-2/","/copy-8-of-business-directory-1-2/","/copy-9-of-business-directory-1-2/","/copy-11-of-business-directory-1-2/","/copy-12-of-business-directory-1-2/","/copy-13-of-business-directory-1-2/","/copy-12-of-business-directory-1-2-1/","/copy-2-of-business-directory-1-1/",,,,,2026-01-26T21:33:18Z,,"PUBLISHED"
,"06277493-736c-4c0a-9d7b-4e739e222a18",2026-01-26T20:22:50Z,2026-01-26T23:00:31Z,"9f0f22e4-5f8a-4846-b451-0a79439e7b1a","BLK Girl Space","/business-directory/blk-girl-space","[""Education, Youth & Family Services""]","BLK Girl Space is a healing-centered community designed by and for Black women to rest, reflect, and reclaim. Through curated experiences like group therapy, wellness events, creative expression, and intentional sisterhood, we cultivate safe spaces that prioritize mental health, joy, and cultural connection. Our mission is to ensure Black women feel seen, supported, and spiritually affirmed because we deserve it all.","blkgirlspace.org",4149280448,"blkgirlspace@outlook.com","T’Keyah Bennett","777 N Jefferson St, Suite 408",,"/business-directory/","/copy-of-business-directory-1/","/copy-2-of-business-directory-1/","/copy-3-of-business-directory-1/","/copy-3-of-business-directory-1-1/","/copy-5-of-business-directory-1-1/","/copy-3-of-business-directory-1-2/","/copy-4-of-business-directory-1-2/","/copy-5-of-business-directory-1-2/","/copy-6-of-business-directory-1-2/","/copy-8-of-business-directory-1-2/","/copy-9-of-business-directory-1-2/","/copy-11-of-business-directory-1-2/","/copy-12-of-business-directory-1-2/","/copy-13-of-business-directory-1-2/","/copy-12-of-business-directory-1-2-1/","/copy-2-of-business-directory-1-1/",,,,,2026-01-26T21:33:18Z,,"PUBLISHED"
,"06602b8e-4ee8-4472-8b01-ecb301bcc794",2023-12-12T07:06:00Z,2026-01-26T23:00:31Z,"9f0f22e4-5f8a-4846-b451-0a79439e7b1a","Irie Palace","/business-directory/irie-palace","[""Food & Drink""]","Authentic Jamaican cuisine","https://bit.ly/3ods9EC",4147972848,,"Patrick Hudson","8762 N Granville Rd, Milwaukee, Wisconsin, USA",,"/business-directory/","/copy-of-business-directory-1/","/copy-2-of-business-directory-1/","/copy-3-of-business-directory-1/","/copy-3-of-business-directory-1-1/","/copy-5-of-business-directory-1-1/","/copy-3-of-business-directory-1-2/","/copy-4-of-business-directory-1-2/","/copy-5-of-business-directory-1-2/","/copy-6-of-business-directory-1-2/","/copy-8-of-business-directory-1-2/","/copy-9-of-business-directory-1-2/","/copy-11-of-business-directory-1-2/","/copy-12-of-business-directory-1-2/","/copy-13-of-business-directory-1-2/","/copy-12-of-business-directory-1-2-1/","/copy-2-of-business-directory-1-1/",,,,,2026-01-26T21:33:18Z,,"PUBLISHED"
